UF,COD_UF,COD_AREA,COD_IBGE,CIDADE,CAPITAL,PRESTADORA,TCN_2G,TCN_3G,TCN_4G,TCN_5G
Minas Gerais,31,32,3164431,São Sebastião da Vargem Alegre,NÃO,TIM,1,1,1,null
Minas Gerais,31,33,3125606,Felisburgo,NÃO,TIM,null,1,1,null
Pará,15,94,1505551,Pau D'Arco,NÃO,CLARO,null,1,null,null
Maranhão,21,98,2102200,Buriti,NÃO,VIVO,null,null,1,null
Paraíba,25,83,2512309,Princesa Isabel,NÃO,VIVO,null,1,null,null
Minas Gerais,31,33,3102852,Angelândia,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,54,4313466,Novo Xingu,NÃO,TIM,null,null,3,null
Mato Grosso,51,65,5106505,Poconé,NÃO,TIM,1,1,4,null
Mato Grosso,51,65,5100102,Acorizal,NÃO,CLARO,2,1,2,null
Paraná,41,46,4107405,Enéas Marques,NÃO,VIVO,null,2,2,null
Pará,15,91,1502103,Cametá,NÃO,TIM,3,4,8,3
São Paulo,35,15,3511508,Cerquilho,NÃO,CLARO,5,5,6,null
Rio Grande do Sul,43,54,4316204,Rondinha,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,54,4305504,Ciríaco,NÃO,TIM,2,null,2,null
Paraná,41,45,4114609,Marechal Cândido Rondon,NÃO,CLARO,8,5,9,null
Bahia,29,73,2917607,Jaguaquara,NÃO,CLARO,1,2,2,null
São Paulo,35,19,3503802,Artur Nogueira,NÃO,TIM,2,2,4,null
Mato Grosso do Sul,50,67,5002159,Bodoquena,NÃO,VIVO,2,2,2,null
Bahia,29,73,2912905,Ibirataia,NÃO,VIVO,1,1,1,null
Minas Gerais,31,34,3159704,Santa Rosa da Serra,NÃO,TIM,null,null,1,null
Minas Gerais,31,35,3109709,Cachoeira de Minas,NÃO,TIM,2,1,1,null
Piauí,22,89,2200806,Antônio Almeida,NÃO,TIM,null,null,1,null
Ceará,23,88,2308302,Milagres,NÃO,VIVO,1,3,2,null
Bahia,29,74,2901809,Antônio Gonçalves,NÃO,VIVO,1,1,1,null
Espírito Santo,32,27,3204559,Santa Maria de Jetibá,NÃO,CLARO,1,1,1,null
Minas Gerais,31,34,3115003,Cascalho Rico,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2708204,São Brás,NÃO,VIVO,null,1,1,null
Piauí,22,89,2205151,Jacobina do Piauí,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,54,4314548,Pinto Bandeira,NÃO,TIM,null,null,1,null
Minas Gerais,31,32,3154101,Recreio,NÃO,TIM,1,1,1,null
Mato Grosso do Sul,50,67,5003454,Deodápolis,NÃO,VIVO,2,2,6,null
Rio Grande do Sul,43,53,4304663,Capão do Leão,NÃO,TIM,4,3,6,null
Pernambuco,26,87,2605608,Flores,NÃO,VIVO,null,3,3,null
Ceará,23,85,2302909,Capistrano,NÃO,VIVO,null,1,null,null
Piauí,22,89,2200459,Alvorada do Gurguéia,NÃO,TIM,1,null,1,null
Tocantins,17,63,1717800,Ponte Alta do Bom Jesus,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3164100,São Pedro do Suaçuí,NÃO,CLARO,2,null,2,null
Piauí,22,89,2206605,Monte Alegre do Piauí,NÃO,TIM,null,1,1,null
Amazonas,13,97,1301001,Carauari,NÃO,TIM,null,null,1,null
São Paulo,35,16,3529302,Matão,NÃO,TIM,7,7,14,null
São Paulo,35,14,3517307,Guaimbê,NÃO,TIM,3,1,1,null
Rio Grande do Sul,43,53,4312450,Morro Redondo,NÃO,CLARO,2,1,2,null
Ceará,23,88,2301851,Banabuiú,NÃO,VIVO,null,4,4,null
Pará,15,91,1507953,Tailândia,NÃO,CLARO,3,3,3,null
São Paulo,35,18,3537305,Penápolis,NÃO,CLARO,8,7,8,null
Santa Catarina,42,48,4214904,Rio Fortuna,NÃO,VIVO,1,1,1,null
Minas Gerais,31,38,3127339,Gameleiras,NÃO,TIM,null,2,2,null
Paraíba,25,83,2502508,Boqueirão,NÃO,CLARO,2,2,2,null
São Paulo,35,16,3539509,Pitangueiras,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,51,4312054,Marques de Souza,NÃO,TIM,2,null,3,null
São Paulo,35,17,3532843,Nova Canaã Paulista,NÃO,VIVO,null,1,2,null
Mato Grosso do Sul,50,67,5007950,Tacuru,NÃO,CLARO,1,null,1,null
Bahia,29,75,2926301,Riachão do Jacuípe,NÃO,TIM,1,1,3,null
Mato Grosso,51,66,5107404,São Pedro da Cipa,NÃO,VIVO,1,1,1,null
Piauí,22,89,2203750,Fartura do Piauí,NÃO,VIVO,1,1,1,null
São Paulo,35,15,3521002,Iperó,NÃO,TIM,3,1,2,null
Paraná,41,43,4126207,Sapopema,NÃO,CLARO,1,1,1,null
Minas Gerais,31,37,3146404,Paineiras,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,55,4323101,Vicente Dutra,NÃO,TIM,1,null,1,null
Alagoas,27,82,2701100,Branquinha,NÃO,TIM,1,null,1,null
Bahia,29,75,2914505,Irará,NÃO,VIVO,1,1,1,null
Amazonas,13,97,1303809,São Gabriel da Cachoeira,NÃO,VIVO,2,2,null,null
Pará,15,91,1504604,Mocajuba,NÃO,TIM,2,2,2,null
Paraíba,25,83,2501575,Barra de Santana,NÃO,CLARO,null,1,null,null
Goiás,52,62,5212204,Jussara,NÃO,VIVO,1,1,1,null
Mato Grosso do Sul,50,67,5001904,Bataguassu,NÃO,CLARO,1,null,1,null
Ceará,23,88,2310001,Palhano,NÃO,TIM,null,1,1,null
Minas Gerais,31,37,3168200,Tapiraí,NÃO,TIM,null,null,1,null
Mato Grosso do Sul,50,67,5005681,Mundo Novo,NÃO,TIM,1,null,1,null
Rio Grande do Norte,24,84,2401453,Baraúna,NÃO,BRISANET,null,null,5,null
Minas Gerais,31,33,3127503,Gonzaga,NÃO,TIM,null,1,2,null
Minas Gerais,31,31,3140308,Marliéria,NÃO,CLARO,1,1,1,null
São Paulo,35,14,3505203,Bariri,NÃO,VIVO,1,3,2,null
Rio Grande do Sul,43,51,4322707,Vera Cruz,NÃO,VIVO,2,4,4,null
São Paulo,35,18,3537156,Pedrinhas Paulista,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,54,4312708,Nonoai,NÃO,VIVO,1,1,1,null
Paraná,41,43,4125803,São Pedro do Ivaí,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,51,4315800,Roca Sales,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,1,1
Maranhão,21,98,2110237,Santana do Maranhão,NÃO,TIM,1,1,2,null
Bahia,29,75,2925956,Rafael Jambeiro,NÃO,TIM,3,3,5,null
Maranhão,21,99,2105906,Lago Verde,NÃO,CLARO,null,1,1,null
Maranhão,21,98,2106300,Magalhães de Almeida,NÃO,VIVO,null,1,1,null
Minas Gerais,31,31,3131307,Ipatinga,NÃO,VIVO,15,21,27,16
Goiás,52,64,5215652,Palestina de Goiás,NÃO,TIM,null,null,1,null
Minas Gerais,31,37,3114204,Carmo do Cajuru,NÃO,ALGAR,null,4,null,null
Espírito Santo,32,27,3201001,Boa Esperança,NÃO,TIM,3,5,3,null
Bahia,29,75,2911253,Gavião,NÃO,TIM,null,null,1,null
São Paulo,35,11,3536802,Pedra Bela,NÃO,CLARO,2,2,2,null
Bahia,29,73,2900603,Aiquara,NÃO,TIM,null,null,1,null
Pernambuco,26,87,2602506,Brejinho,NÃO,TIM,null,1,1,null
Minas Gerais,31,32,3171402,Vieiras,NÃO,TIM,null,null,1,null
Bahia,29,75,2931509,Teofilândia,NÃO,TIM,2,2,3,null
São Paulo,35,14,3506300,Bernardino de Campos,NÃO,CLARO,3,2,3,null
Santa Catarina,42,48,4216305,São João Batista,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,1,1
Mato Grosso,51,66,5104203,Guiratinga,NÃO,TIM,null,2,2,null
Paraíba,25,83,2502607,Igaracy,NÃO,CLARO,null,1,1,null
Maranhão,21,99,2107803,Parnarama,NÃO,TIM,null,2,5,null
São Paulo,35,19,3530904,Mombuca,NÃO,TIM,1,2,2,null
São Paulo,35,18,3544707,Sagres,NÃO,TIM,null,1,1,null
Bahia,29,75,2924207,Pedro Alexandre,NÃO,TIM,3,2,6,null
Rio Grande do Norte,24,84,2401453,Baraúna,NÃO,CLARO,2,2,2,null
Alagoas,27,82,2707503,Porto Real do Colégio,NÃO,VIVO,3,3,2,null
Piauí,22,89,2203354,Dirceu Arcoverde,NÃO,VIVO,1,1,1,null
Bahia,29,75,2904050,Bonito,NÃO,VIVO,1,1,2,null
Paraná,41,43,4114906,Marilândia do Sul,NÃO,VIVO,1,1,1,null
Amazonas,13,97,1302405,Lábrea,NÃO,TIM,1,null,2,null
Bahia,29,75,2930766,Sítio do Quinto,NÃO,CLARO,null,1,null,null
Minas Gerais,31,32,3157278,Santa Bárbara do Monte Verde,NÃO,TIM,null,null,1,null
Sergipe,28,79,2801900,Cumbe,NÃO,VIVO,1,1,1,null
Piauí,22,86,2206209,Miguel Alves,NÃO,TIM,2,null,3,null
Sergipe,28,79,2803005,Itabaianinha,NÃO,VIVO,2,4,5,null
Minas Gerais,31,35,3117108,Conceição da Aparecida,NÃO,TIM,null,1,2,null
São Paulo,35,18,3507704,Braúna,NÃO,TIM,2,1,1,null
São Paulo,35,19,3500600,Águas de São Pedro,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,51,4315750,Riozinho,NÃO,TIM,null,null,1,null
Bahia,29,73,2903300,Barro Preto,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,55,4315008,Porto Lucena,NÃO,CLARO,1,null,1,null
Rio Grande do Sul,43,55,4307302,Erval Seco,NÃO,TIM,null,null,1,null
Bahia,29,73,2932507,Unas,NÃO,TIM,1,null,2,null
Rio Grande do Sul,43,55,4309001,Giruá,NÃO,VIVO,1,1,1,null
Minas Gerais,31,33,3164472,São Sebastião do Anta,NÃO,CLARO,1,null,1,null
Santa Catarina,42,49,4203402,Campo Belo do Sul,NÃO,VIVO,1,null,null,null
Paraíba,25,83,2513158,Santa Cecília,NÃO,TIM,null,null,1,null
Rio Grande do Norte,24,84,2407609,Messias Targino,NÃO,VIVO,null,1,null,null
Pernambuco,26,87,2606309,Granito,NÃO,CLARO,1,1,1,null
Espírito Santo,32,28,3200201,Alegre,NÃO,CLARO,4,2,3,null
Minas Gerais,31,35,3169109,Toledo,NÃO,ALGAR,null,1,null,null
Santa Catarina,42,47,4202206,Benedito Novo,NÃO,VIVO,1,null,null,null
Rio Grande do Norte,24,84,2411056,Tibau,NÃO,VIVO,2,2,2,null
Rio Grande do Norte,24,84,2406007,José da Penha,NÃO,VIVO,null,null,1,null
Paraná,41,44,4112207,Janiópolis,NÃO,CLARO,null,2,2,null
Minas Gerais,31,35,3162302,São João da Mata,NÃO,TIM,null,null,1,null
Santa Catarina,42,49,4205357,Flor do Sertão,NÃO,TIM,null,1,1,null
Pará,15,94,1506161,Rio Maria,NÃO,CLARO,1,1,1,null
São Paulo,35,17,3520707,Indiaporã,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3158805,Santana do Jacaré,NÃO,TIM,2,2,2,null
Paraná,41,42,4128658,Virmond,NÃO,TIM,1,2,1,null
Alagoas,27,82,2707404,Porto de Pedras,NÃO,CLARO,1,1,1,null
Minas Gerais,31,32,3167905,Tabuleiro,NÃO,CLARO,1,1,1,null
Minas Gerais,31,33,3131208,Ipanema,NÃO,CLARO,2,2,2,null
Minas Gerais,31,32,3102100,Alto Rio Doce,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5108055,Terra Nova do Norte,NÃO,TIM,null,1,2,null
Bahia,29,73,2903409,Belmonte,NÃO,TIM,1,2,2,null
Santa Catarina,42,47,4214003,Presidente Getúlio,NÃO,CLARO,1,1,1,null
Minas Gerais,31,31,3150208,Piedade de Ponte Nova,NÃO,VIVO,null,1,1,null
Rio Grande do Sul,43,55,4302808,Caçapava do Sul,NÃO,TIM,6,null,10,null
Pernambuco,26,81,2608453,Lagoa do Carro,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,54,4300901,Aratiba,NÃO,CLARO,5,1,5,null
Bahia,29,77,2928406,Santa Rita de Cássia,NÃO,TIM,null,null,1,null
Paraíba,25,83,2506400,Gurinhém,NÃO,CLARO,1,1,1,null
Amazonas,13,97,1302306,Jutaí,NÃO,VIVO,1,1,null,null
Ceará,23,88,2305332,Ibicuitinga,NÃO,BRISANET,null,null,4,4
Minas Gerais,31,33,3171501,Mathias Lobato,NÃO,VIVO,1,2,2,null
Tocantins,17,63,1708304,Goianorte,NÃO,CLARO,null,1,1,null
Minas Gerais,31,31,3137601,Lagoa Santa,NÃO,VIVO,8,13,14,4
Rio Grande do Norte,24,84,2409100,Passa e Fica,NÃO,TIM,null,1,1,null
São Paulo,35,16,3524303,Jaboticabal,NÃO,CLARO,7,10,10,null
Rio Grande do Sul,43,54,4308706,Gaurama,NÃO,TIM,1,null,2,null
Maranhão,21,99,2110807,São Félix de Balsas,NÃO,CLARO,1,1,1,null
Goiás,52,64,5211305,Itarumã,NÃO,TIM,1,null,1,null
Minas Gerais,31,34,3150703,Pirajuba,NÃO,TIM,null,1,1,null
Bahia,29,74,2917508,Jacobina,NÃO,TIM,8,6,6,null
Amazonas,13,97,1304062,Tabatinga,NÃO,VIVO,1,1,null,null
Alagoas,27,82,2701803,Carneiros,NÃO,TIM,null,1,1,null
Paraíba,25,83,2508307,Lagoa Seca,NÃO,VIVO,2,4,3,null
São Paulo,35,14,3528601,Manduri,NÃO,CLARO,1,1,1,null
Minas Gerais,31,32,3122900,Dona Euzébia,NÃO,VIVO,1,1,1,null
São Paulo,35,12,3518404,Guaratinguetá,NÃO,CLARO,11,18,18,null
Rondônia,11,69,1100601,Cacaulândia,NÃO,CLARO,null,2,1,null
Rio Grande do Sul,43,51,4306502,Dom Feliciano,NÃO,TIM,null,null,1,null
Minas Gerais,31,37,3153707,Quartel Geral,NÃO,VIVO,null,2,1,null
Bahia,29,77,2930154,Serra do Ramalho,NÃO,TIM,1,1,9,null
Paraíba,25,83,2514305,São José de Caiana,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2406908,Lucrécia,NÃO,TIM,1,1,1,null
Minas Gerais,31,32,3143906,Muriaé,NÃO,CLARO,9,7,11,2
Minas Gerais,31,34,3161304,São Francisco de Sales,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2411700,São Bento do Trairí,NÃO,TIM,null,null,1,null
Paraná,41,44,4121109,Quinta do Sol,NÃO,TIM,null,1,2,null
Paraná,41,46,4128708,Vitorino,NÃO,CLARO,1,1,1,null
Rio de Janeiro,33,24,3300951,Comendador Levy Gasparian,NÃO,VIVO,2,3,6,null
Minas Gerais,31,32,3128808,Guidoval,NÃO,CLARO,2,2,2,null
Minas Gerais,31,34,3168903,Tiros,NÃO,TIM,1,null,1,null
Minas Gerais,31,31,3115359,Catas Altas,NÃO,TIM,1,1,3,null
Minas Gerais,31,33,3113008,Caraí,NÃO,TIM,null,2,2,null
Pará,15,91,1503101,Gurupá,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4301057,Arroio do Sal,NÃO,TIM,2,2,2,null
Alagoas,27,82,2706208,Palestina,NÃO,VIVO,1,2,1,null
Minas Gerais,31,33,3143153,Monte Formoso,NÃO,TIM,null,null,1,null
Paraná,41,46,4119251,Pinhal de São Bento,NÃO,TIM,null,2,3,null
Rio Grande do Norte,24,84,2410256,Porto do Mangue,NÃO,CLARO,null,1,null,null
Bahia,29,77,2921054,Matina,NÃO,TIM,1,1,1,null
Paraíba,25,83,2514453,São José dos Ramos,NÃO,TIM,null,1,1,null
Amazonas,13,97,1301654,Guajará,NÃO,TIM,1,null,1,null
Minas Gerais,31,38,3143500,Morada Nova de Minas,NÃO,CLARO,1,1,2,null
Ceará,23,88,2305266,Ibaretama,NÃO,VIVO,null,5,5,null
Paraná,41,43,4122404,Rolândia,NÃO,TIM,6,9,9,7
Rio Grande do Sul,43,51,4313656,Palmares do Sul,NÃO,CLARO,4,4,4,null
Rio Grande do Sul,43,55,4316709,Santa Bárbara do Sul,NÃO,TIM,1,null,1,1
Maranhão,21,99,2106607,Matões,NÃO,TIM,2,1,5,null
Rio Grande do Sul,43,51,4311734,Mampituba,NÃO,TIM,1,null,1,null
Rio Grande do Norte,24,84,2404309,Governador Dix-Sept Rosado,NÃO,BRISANET,null,null,3,3
Espírito Santo,32,27,3205309,Vitória,SIM,CLARO,60,70,74,57
Alagoas,27,82,2706901,Pilar,NÃO,VIVO,6,8,6,null
Santa Catarina,42,48,4200705,Alfredo Wagner,NÃO,TIM,1,2,2,1
São Paulo,35,17,3531001,Monções,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,55,4311718,Maçambará,NÃO,VIVO,null,null,1,null
Minas Gerais,31,32,3121308,Descoberto,NÃO,TIM,1,1,1,null
Minas Gerais,31,35,3102803,Andrelândia,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2513604,Santana dos Garrotes,NÃO,TIM,1,1,1,null
Minas Gerais,31,37,3132206,Itaguara,NÃO,TIM,6,1,2,null
Santa Catarina,42,49,4204350,Cordilheira Alta,NÃO,CLARO,2,2,2,null
Maranhão,21,98,2100873,Araguanã,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,55,4300646,Ametista do Sul,NÃO,VIVO,1,1,1,null
Minas Gerais,31,37,3139706,Maravilhas,NÃO,ALGAR,2,1,1,null
Amazonas,13,92,1302900,Maués,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3160009,Santo Antônio do Aventureiro,NÃO,CLARO,1,1,1,null
Bahia,29,73,2911808,Guaratinga,NÃO,TIM,null,null,2,null
São Paulo,35,14,3529807,Mineiros do Tietê,NÃO,TIM,4,4,1,null
Minas Gerais,31,31,3106705,Betim,NÃO,CLARO,52,54,69,46
São Paulo,35,19,3512704,Corumbataí,NÃO,TIM,2,2,3,null
Santa Catarina,42,48,4201505,Armazém,NÃO,TIM,null,3,1,null
Maranhão,21,98,2101731,Belágua,NÃO,TIM,null,null,1,null
Santa Catarina,42,47,4208500,Ituporanga,NÃO,VIVO,2,3,3,null
Goiás,52,64,5213103,Mineiros,NÃO,TIM,3,null,6,null
Minas Gerais,31,33,3135803,Jequitinhonha,NÃO,CLARO,1,null,1,null
Minas Gerais,31,33,3136553,José Raydan,NÃO,TIM,null,1,1,null
São Paulo,35,19,3524709,Jaguariúna,NÃO,VIVO,5,9,8,3
Pernambuco,26,87,2606903,Iguaracy,NÃO,VIVO,null,4,3,null
Mato Grosso,51,65,5107701,Rosário Oeste,NÃO,CLARO,2,1,2,null
Rio Grande do Norte,24,84,2406809,Lajes Pintadas,NÃO,CLARO,null,1,null,null
Maranhão,21,98,2101772,Bela Vista do Maranhão,NÃO,VIVO,1,1,1,null
Ceará,23,88,2305357,Icapuí,NÃO,CLARO,2,2,2,null
Pernambuco,26,87,2614105,Sertânia,NÃO,TIM,2,2,2,null
Rio Grande do Norte,24,84,2409605,Pedra Preta,NÃO,VIVO,null,2,1,null
Minas Gerais,31,32,3105608,Barbacena,NÃO,VIVO,9,18,31,5
São Paulo,35,19,3551603,Serra Negra,NÃO,VIVO,4,6,11,2
Pernambuco,26,87,2604304,Cedro,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5106158,Nova Bandeirantes,NÃO,TIM,4,1,4,null
Tocantins,17,63,1703107,Barrolândia,NÃO,CLARO,1,1,1,null
Minas Gerais,31,31,3145851,Oratórios,NÃO,VIVO,null,1,1,null
Pará,15,94,1505536,Parauapebas,NÃO,VIVO,17,30,41,14
Goiás,52,62,5201801,Aragoiânia,NÃO,VIVO,1,1,1,null
Minas Gerais,31,33,3158201,Santa Maria do Suaçuí,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4309753,Ibarama,NÃO,TIM,null,null,1,null
Paraná,41,46,4102604,Barracão,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3157104,Salto da Divisa,NÃO,CLARO,2,1,2,null
Bahia,29,77,2909307,Correntina,NÃO,CLARO,1,4,3,null
Ceará,23,88,2309300,Nova Russas,NÃO,BRISANET,null,null,3,3
Bahia,29,75,2923050,Novo Triunfo,NÃO,CLARO,null,2,null,null
Mato Grosso,51,65,5106000,Nortelândia,NÃO,TIM,null,null,1,null
Bahia,29,73,2933505,Wenceslau Guimarães,NÃO,CLARO,1,1,1,null
Piauí,22,89,2205904,Manoel Emídio,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4204558,Correia Pinto,NÃO,VIVO,5,3,3,null
Paraná,41,45,4113452,Lindoeste,NÃO,VIVO,null,2,2,null
Pernambuco,26,81,2613701,São Lourenço da Mata,NÃO,BRISANET,null,null,1,1
Minas Gerais,31,33,3150158,Piedade de Caratinga,NÃO,TIM,null,null,1,null
São Paulo,35,14,3553807,Taquarituba,NÃO,CLARO,2,1,2,null
Santa Catarina,42,49,4217303,Saudades,NÃO,TIM,1,2,1,null
Pará,15,91,1504109,Magalhães Barata,NÃO,TIM,1,1,1,null
Minas Gerais,31,35,3118502,Consolação,NÃO,ALGAR,null,1,null,null
Rio Grande do Sul,43,54,4312658,Não-Me-Toque,NÃO,TIM,1,null,3,null
Pernambuco,26,81,2609402,Moreno,NÃO,BRISANET,null,null,1,null
Ceará,23,85,2303501,Cascavel,NÃO,VIVO,8,9,10,3
Minas Gerais,31,33,3136520,José Gonçalves de Minas,NÃO,TIM,null,1,2,null
Piauí,22,86,2202174,Campo Largo do Piauí,NÃO,CLARO,null,1,null,null
Ceará,23,88,2303105,Cariré,NÃO,TIM,1,1,2,null
Bahia,29,75,2914406,Iraquara,NÃO,VIVO,1,1,2,null
Piauí,22,89,2203859,Floresta do Piauí,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,55,4305702,Condor,NÃO,TIM,1,null,3,null
Minas Gerais,31,33,3127370,Goiabeira,NÃO,TIM,null,null,1,null
Piauí,22,89,2208205,Pio IX,NÃO,BRISANET,null,null,1,1
Paraíba,25,83,2510907,Paulista,NÃO,TIM,1,1,1,null
Goiás,52,62,5203203,Barro Alto,NÃO,VIVO,2,3,3,null
Sergipe,28,79,2805901,Riachuelo,NÃO,VIVO,1,1,1,null
Maranhão,21,99,2111508,São Mateus do Maranhão,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2513158,Santa Cecília,NÃO,CLARO,null,1,null,null
Roraima,14,95,1400209,Caracaraí,NÃO,TIM,2,null,2,null
São Paulo,35,16,3519303,Ibaté,NÃO,CLARO,3,6,6,null
São Paulo,35,11,3549953,São Lourenço da Serra,NÃO,TIM,3,5,8,null
Alagoas,27,82,2707701,Rio Largo,NÃO,CLARO,5,7,7,null
Rio de Janeiro,33,24,3306305,Volta Redonda,NÃO,TIM,14,16,27,7
Rio Grande do Sul,43,51,4302451,Boqueirão do Leão,NÃO,TIM,null,null,1,null
Bahia,29,75,2922730,Nova Fátima,NÃO,CLARO,1,1,1,null
Pernambuco,26,87,2612604,Santa Maria da Boa Vista,NÃO,BRISANET,null,null,2,null
Santa Catarina,42,48,4209607,Lauro Müller,NÃO,TIM,2,1,1,null
Piauí,22,89,2206001,Marcos Parente,NÃO,VIVO,null,1,1,null
Rio Grande do Sul,43,54,4303806,Campinas do Sul,NÃO,VIVO,2,2,2,null
Piauí,22,86,2201200,Barras,NÃO,TIM,1,null,1,null
Minas Gerais,31,33,3164506,São Sebastião do Maranhão,NÃO,VIVO,null,3,3,null
Acre,12,68,1200500,Sena Madureira,NÃO,CLARO,1,2,2,null
Paraíba,25,83,2506509,Gurjão,NÃO,TIM,null,1,1,null
Santa Catarina,42,49,4211850,Ouro Verde,NÃO,VIVO,null,1,1,null
São Paulo,35,12,3520400,Ilhabela,NÃO,CLARO,6,9,9,null
Maranhão,21,99,2104081,Fernando Falcão,NÃO,CLARO,1,1,1,null
São Paulo,35,17,3521903,Itajobi,NÃO,VIVO,2,3,3,null
Maranhão,21,99,2101608,Barra do Corda,NÃO,CLARO,1,2,2,null
Paraíba,25,83,2508505,Livramento,NÃO,VIVO,null,1,1,null
Bahia,29,77,2915809,Itambé,NÃO,CLARO,1,1,1,null
Maranhão,21,99,2110302,Santo Antônio dos Lopes,NÃO,VIVO,null,1,1,null
Mato Grosso,51,66,5107065,Querência,NÃO,VIVO,1,1,1,null
Pernambuco,26,87,2602001,Bodocó,NÃO,CLARO,1,1,1,null
Ceará,23,88,2301901,Barbalha,NÃO,BRISANET,null,null,5,5
Minas Gerais,31,35,3129707,Ibiraci,NÃO,ALGAR,3,1,2,1
Bahia,29,73,2918001,Jequié,NÃO,VIVO,4,10,13,8
Maranhão,21,98,2104651,Governador Newton Bello,NÃO,VIVO,null,1,1,null
Minas Gerais,31,34,3152808,Prata,NÃO,CLARO,5,2,4,null
Pernambuco,26,81,2604403,Chã de Alegria,NÃO,CLARO,1,1,1,null
Maranhão,21,99,2109700,Sambaíba,NÃO,TIM,2,2,2,null
Minas Gerais,31,33,3120151,Crisólita,NÃO,VIVO,null,1,1,null
Pará,15,91,1508035,Tracuateua,NÃO,TIM,null,null,4,null
São Paulo,35,11,3522505,Itapevi,NÃO,TIM,10,16,21,8
Maranhão,21,99,2112100,Timbiras,NÃO,VIVO,null,1,1,null
Paraíba,25,83,2512002,Pocinhos,NÃO,CLARO,2,2,3,null
São Paulo,35,13,3522109,Itanhaém,NÃO,CLARO,13,17,18,3
Paraná,41,44,4100459,Altamira do Paraná,NÃO,VIVO,null,2,2,null
Paraíba,25,83,2512606,Quixaba,NÃO,TIM,null,1,1,null
Goiás,52,64,5200852,Americano do Brasil,NÃO,CLARO,null,1,1,null
Rio Grande do Norte,24,84,2414407,Touros,NÃO,VIVO,1,4,2,null
Goiás,52,62,5207907,Flores de Goiás,NÃO,CLARO,null,1,null,null
Rio Grande do Norte,24,84,2413409,Serra Negra do Norte,NÃO,TIM,1,1,1,null
Bahia,29,75,2924009,Paulo Afonso,NÃO,VIVO,3,7,7,1
Pernambuco,26,87,2605103,Custódia,NÃO,TIM,3,3,3,null
Minas Gerais,31,33,3154150,Reduto,NÃO,TIM,null,null,1,null
Minas Gerais,31,38,3166501,Serra Azul de Minas,NÃO,CLARO,null,1,1,null
Minas Gerais,31,32,3162500,São João del Rei,NÃO,GIGA+,null,null,1,null
Rio Grande do Sul,43,55,4322103,Tucunduva,NÃO,TIM,1,null,1,null
Paraíba,25,83,2506301,Guarabira,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3167004,Serranos,NÃO,TIM,null,null,1,null
Maranhão,21,99,2111672,São Roberto,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,55,4311106,Jaguari,NÃO,VIVO,1,2,2,null
Santa Catarina,42,48,4204251,Cocal do Sul,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4310801,Ivoti,NÃO,CLARO,1,1,1,null
Bahia,29,77,2923035,Novo Horizonte,NÃO,VIVO,null,1,1,null
Piauí,22,86,2200400,Altos,NÃO,TIM,4,2,2,null
Santa Catarina,42,47,4213203,Pomerode,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,2,1
Piauí,22,89,2210607,São Raimundo Nonato,NÃO,TIM,1,2,2,null
Minas Gerais,31,33,3158953,Santana do Paraíso,NÃO,TIM,4,4,3,null
Rio Grande do Sul,43,51,4322855,Vespasiano Corrêa,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3107505,Bom Jardim de Minas,NÃO,TIM,null,1,1,null
Rio Grande do Sul,43,51,4304697,Capitão,NÃO,VIVO,1,1,1,null
Bahia,29,73,2915700,Itamari,NÃO,VIVO,2,2,2,null
Amazonas,13,97,1300631,Beruri,NÃO,TIM,2,1,1,null
